1,23 Feb 2014,06:20:01,1393107601.82,http://www.example.com,200,OK,1270,1.005492,1.005373,default_timer
1,23 Feb 2014,06:20:02,1393107602.63,http://www.example.com,200,OK,1270,0.810508,0.810425,default_timer
2,23 Feb 2014,06:20:02,1393107602.64,http://www.example.com,200,OK,1270,1.817343,1.817279,default_timer
4,23 Feb 2014,06:20:03,1393107603.66,http://www.example.com,200,OK,1270,2.835020,2.834913,default_timer
3,23 Feb 2014,06:20:03,1393107603.66,http://www.example.com,200,OK,1270,2.838053,2.837993,default_timer
3,23 Feb 2014,06:20:04,1393107604.37,http://www.example.com,200,OK,1270,0.713732,0.713663,default_timer
2,23 Feb 2014,06:20:04,1393107604.87,http://www.example.com,200,OK,1270,2.228601,2.228546,default_timer
1,23 Feb 2014,06:20:04,1393107604.88,http://www.example.com,200,OK,1270,2.248158,2.248062,default_timer
3,23 Feb 2014,06:20:05,1393107605.19,http://www.example.com,200,OK,1270,0.818090,0.818011,default_timer
2,23 Feb 2014,06:20:05,1393107605.63,http://www.example.com,200,OK,1270,0.762251,0.762046,default_timer
4,23 Feb 2014,06:20:05,1393107605.67,http://www.example.com,200,OK,1270,2.014302,2.014199,default_timer
3,23 Feb 2014,06:20:06,1393107606.01,http://www.example.com,200,OK,1270,0.814768,0.814690,default_timer
2,23 Feb 2014,06:20:06,1393107606.38,http://www.example.com,200,OK,1270,0.747455,0.747354,default_timer
4,23 Feb 2014,06:20:06,1393107606.42,http://www.example.com,200,OK,1270,0.745475,0.745398,default_timer
1,23 Feb 2014,06:20:06,1393107606.72,http://www.example.com,200,OK,1270,1.832985,1.832908,default_timer
3,23 Feb 2014,06:20:06,1393107606.73,http://www.example.com,200,OK,1270,0.722490,0.722435,default_timer
3,23 Feb 2014,06:20:08,1393107608.67,http://www.example.com,200,OK,1270,1.937700,1.937602,default_timer
1,23 Feb 2014,06:20:09,1393107609.69,http://www.example.com,200,OK,1270,2.973285,2.973207,default_timer
3,23 Feb 2014,06:20:10,1393107610.41,http://www.example.com,200,OK,1270,1.739001,1.738933,default_timer
1,23 Feb 2014,06:20:10,1393107610.46,http://www.example.com,200,OK,1270,0.766718,0.766633,default_timer
2,23 Feb 2014,06:20:12,1393107612.25,http://www.example.com,200,OK,1270,5.869108,5.869028,default_timer
1,23 Feb 2014,06:20:13,1393107613.68,http://www.example.com,200,OK,1270,3.220142,3.220064,default_timer
3,23 Feb 2014,06:20:13,1393107613.68,http://www.example.com,200,OK,1270,3.269531,3.269485,default_timer
